name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Punjab,2023-12-27,19.7,7.7,12.8,19.7,7.7,12.8,11.1,90.2,0,0,0,,0,0,18.7,8.3,318.8,1020.8,33.3,20.1,148.2,12.8,6,10,2023-12-27T07:22:59,2023-12-27T17:31:59,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-12-28,15.7,9.3,11.6,15.7,8.6,11.5,11,96.4,0,0,0,,0,0,16.6,7.2,286.9,1019.5,59.6,20.1,94.3,8,4,10,2023-12-28T07:23:21,2023-12-28T17:32:37,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-12-29,16.2,8.9,11.3,16.2,8.1,11.3,10.5,95.1,0,0,0,,0,0,15.1,7.2,305.6,1020.6,73.7,20.1,90.1,7.6,4,10,2023-12-29T07:23:42,2023-12-29T17:33:15,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-12-30,14.2,8.2,10.5,14.2,8.2,10.3,9.9,96.5,0,0,0,,0,0,15.8,6.5,307.7,1019.5,76.5,20.1,91.4,7.8,4,10,2023-12-30T07:24:01,2023-12-30T17:33:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2023-12-31,13.2,8.5,10.2,13.2,8.5,10.1,9.4,94.8,0,0,0,,0,0,16.2,7.6,309.9,1019.4,76,20.2,87.8,7.7,4,10,2023-12-31T07:24:18,2023-12-31T17:34:36,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-01,12.1,8.5,10,12.1,7.4,9.6,9.3,95.4,0,0,0,,0,0,20.5,9.4,312.6,1019.5,78.9,20.2,104.8,9.1,5,10,2024-01-01T07:24:34,2024-01-01T17:35:18,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-02,12.7,8.4,10.2,12.7,8.4,10.1,9,92.3,0,0,0,,0,0,20.2,7.6,317.5,1018.9,69.7,20.1,88.1,7.6,3,10,2024-01-02T07:24:48,2024-01-02T17:36:00,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-03,14.1,7.6,10.1,14.1,7.1,9.7,8.3,89.3,0,0,0,,0,0,16.2,7.6,333,1018.9,65.2,20.3,99.9,8.6,5,10,2024-01-03T07:25:01,2024-01-03T17:36:44,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-04,13.1,5.6,8.2,13.1,4.4,7.4,7.4,94.9,0,0,0,,0,0,16.6,7.9,329,1019.1,45.1,20.1,122.3,10.7,5,10,2024-01-04T07:25:12,2024-01-04T17:37:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-05,11.7,5.6,7.9,11.7,5.6,7.3,7.1,95.2,0,0,0,,0,0,20.2,7.6,309.9,1019.2,57.8,20.1,114.8,9.9,5,10,2024-01-05T07:25:21,2024-01-05T17:38:15,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-06,12.6,5.6,8.1,12.6,5.2,7.6,7.4,95.7,0,0,0,,0,0,23.8,10.8,315.9,1020.9,47.5,20.1,118.1,10.2,5,10,2024-01-06T07:25:28,2024-01-06T17:39:01,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-07,13.3,6.2,8.2,13.3,5.4,7.4,7.4,95.3,0,0,0,,0,0,16.9,7.6,326.8,1021.5,55.2,20.2,104.3,9,5,10,2024-01-07T07:25:34,2024-01-07T17:39:48,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-08,11.4,5.6,7.5,11.4,4.8,6.9,6.9,96.2,0,0,0,,0,0,14.4,7.6,308.3,1021.4,52.3,20.1,112.3,9.6,5,10,2024-01-08T07:25:39,2024-01-08T17:40:36,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-09,10.8,6.1,8,10.8,5.5,7.5,7.2,94.9,0,0,0,,0,0,18.7,6.5,310.9,1021.7,54.1,20.2,114.4,9.7,5,10,2024-01-09T07:25:41,2024-01-09T17:41:25,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-10,12.5,6.1,8.3,12.5,4.1,7.1,7.4,94.4,0,0,0,,0,0,29.2,13,304.5,1020,47.4,20.2,123.5,10.6,5,10,2024-01-10T07:25:42,2024-01-10T17:42:14,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-11,11.8,5.7,7.5,11.8,4.4,6.6,6.6,94.3,0,0,0,,0,0,19.4,9.4,307.7,1020.1,51.9,20.2,107,9.3,4,10,2024-01-11T07:25:41,2024-01-11T17:43:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-12,11.5,5,7.4,11.5,2.8,6.3,6.5,94.2,0,0,0,,0,0,22,9.7,309.3,1019.1,90.7,20.1,117,10,5,10,2024-01-12T07:25:39,2024-01-12T17:43:54,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"42077099999,42099099999,remote"
Punjab,2024-01-13,13.1,5.7,8.1,13.1,4.2,7.6,7.1,93.6,0,0,0,,0,0,17.6,7.2,312.1,1018.2,61,20.2,121.1,10.4,5,10,2024-01-13T07:25:35,2024-01-13T17:44:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-14,11.4,4.4,7.2,11.4,2.8,6.2,6.2,93.8,0,0,0,,0,0,20.5,13,311.5,1018.6,63.1,20.2,118.9,10.3,5,10,2024-01-14T07:25:29,2024-01-14T17:45:37,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-15,14.2,4.8,7.9,14.2,3.6,7.3,6.8,93.4,0,0,0,,0,0,18.4,6.8,302.2,1018,82.4,20.2,94,8.1,4,10,2024-01-15T07:25:21,2024-01-15T17:46:29,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-16,14.2,3.8,8.3,14.2,3.8,8.2,7.2,93.2,0,0,0,,0,0,16.2,7.9,58.8,1016,60.2,20.1,120.7,10.4,5,10,2024-01-16T07:25:11,2024-01-16T17:47:21,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-17,17.4,5.4,10,17.4,3.7,9.4,8.1,89.3,0,0,0,,0,0,22.3,9,84.7,1015.3,27.5,20.2,152.4,13.1,6,10,2024-01-17T07:25:00,2024-01-17T17:48:14,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-18,16.5,5.5,9.9,16.5,4.7,9.7,8.6,92.3,0,0,0,,0,0,17.3,11.2,288.4,1017.2,50.2,20.3,142.1,12.4,6,10,2024-01-18T07:24:48,2024-01-18T17:49:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-19,13.5,7.3,9.3,13.5,6.7,9,8.6,95.3,0,0,0,,0,0,16.9,6.8,300.2,1019.1,79.8,20.1,104.2,9,4,10,2024-01-19T07:24:33,2024-01-19T17:50:00,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-20,13.9,7.3,9.8,13.9,6.2,9.5,8,89.1,0,0,0,,0,0,15.5,7.2,275.5,1019.9,74.9,20.3,127.7,11,5,10,2024-01-20T07:24:17,2024-01-20T17:50:53,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-21,12.8,7,8.7,12.8,5.5,7.7,7.3,91.2,0,0,0,,0,0,29.2,13.7,307.6,1019.3,38.2,20.2,144.4,12.4,5,10,2024-01-21T07:23:59,2024-01-21T17:51:47,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-22,11.3,6.2,8,11.3,4.8,7.8,6.8,92,0,0,0,,0,0,15.1,6.8,326.5,1020.1,65.1,20.2,108.1,9.3,4,10,2024-01-22T07:23:40,2024-01-22T17:52:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-23,12.2,5,7.6,12.2,4.8,7.2,6.3,91.8,0,0,0,,0,0,16.6,7.9,340.5,1019.6,60.6,20.2,135.7,11.6,6,10,2024-01-23T07:23:18,2024-01-23T17:53:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-24,13.9,5.1,7.3,13.9,3.3,6.4,6.5,95.3,0,0,0,,0,0,18.4,7.9,313.1,1019.4,42.5,20.1,156.9,13.5,6,10,2024-01-24T07:22:56,2024-01-24T17:54:29,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-25,15.1,5,8.3,15.1,3.9,7.8,7,92.2,0,0,0,,0,0,18.7,7.6,326.9,1021.2,87.4,20.2,116.4,10,5,10,2024-01-25T07:22:31,2024-01-25T17:55:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-26,18.4,6.1,10.8,18.4,4.9,10.4,8.5,87.5,0,0,0,,0,0,18.7,8.3,295.2,1021.6,62.2,21.2,144.8,12.6,6,10,2024-01-26T07:22:05,2024-01-26T17:56:17,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-27,21.9,7.3,12.7,21.9,5.9,12.1,8.9,81.2,0,0,0,,0,0,28.4,13.7,306.6,1019.6,4.7,21.3,177.5,15.5,7,10,2024-01-27T07:21:38,2024-01-27T17:57:11,0.55,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-01-28,18.5,7.2,12.1,18.5,6.1,11.9,9.7,86.3,0,0,0,,0,0,17.3,9.7,187.8,1017.7,57.2,20.2,153.3,13.3,6,10,2024-01-28T07:21:08,2024-01-28T17:58:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-29,20.1,7.7,13.4,20.1,7.7,13.2,10.5,84.3,0,0,0,,0,0,15.8,9.4,84.9,1018.5,11.7,20.2,174.7,15,7,10,2024-01-29T07:20:38,2024-01-29T17:58:59,0.62,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-01-30,18.5,8.6,12.8,18.5,8.5,12.6,10.8,88.9,0,0,0,,0,0,19.1,9,301.7,1017,27.3,20.2,178.2,15.4,7,10,2024-01-30T07:20:05,2024-01-30T17:59:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-01-31,19.1,10.6,14,19.1,10.6,14,12.3,90.3,4.3,100,54.17,rain,0,0,24.8,11.2,116.6,1015.7,66.1,19.5,124.3,10.6,5,10,2024-01-31T07:19:32,2024-01-31T18:00:46,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-01,16,11.8,13.8,16,11.8,13.8,12.9,94.2,26.7,100,95.83,rain,0,0,36.4,18,135.2,1015.3,82.7,14.5,57.5,5,2,10,2024-02-01T07:18:56,2024-02-01T18:01:40,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-02,18.1,10.4,13.4,18.1,10.4,13.4,10,82.3,0.4,100,8.33,rain,0,0,29.9,14,339.3,1020.5,42.4,20.5,175.3,15,7,10,2024-02-02T07:18:20,2024-02-02T18:02:33,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-03,17.3,9.7,13,17.3,8.2,12.9,9.1,78.2,0.8,100,16.67,rain,0,0,20.9,11.2,351.4,1018.4,67.9,20.5,120.4,10.4,5,10,2024-02-03T07:17:41,2024-02-03T18:03:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-04,15.2,10.9,12.6,15.2,10.9,12.6,11.7,94.3,7.3,100,70.83,rain,0,0,21.2,8.3,46,1016.8,88.4,18.1,89.7,7.7,4,10,2024-02-04T07:17:02,2024-02-04T18:04:19,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-05,18.4,8.8,12.8,18.4,7.4,12.8,10.3,86.4,0,0,0,,0,0,19.1,9.4,320.7,1018.8,49.8,20.4,165.6,14.4,6,10,2024-02-05T07:16:21,2024-02-05T18:05:12,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-06,18.8,6.9,11.9,18.8,5.5,11.3,7.4,77.5,0,0,0,,0,0,26.6,13,314.8,1020.1,4.3,20.6,194.7,16.9,7,10,2024-02-06T07:15:38,2024-02-06T18:06:04,0.88,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-07,19.2,5.7,11.6,19.2,3.8,10.8,6.8,75.6,0,0,0,,0,0,33.8,16.9,308.9,1020.9,18.9,20.5,187.7,16.2,7,10,2024-02-07T07:14:55,2024-02-07T18:06:56,0.91,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-08,19.5,7.1,12.1,19.5,5,11.3,6.6,72.5,0,0,0,,0,0,31.3,15.5,302.7,1019.1,0.4,21.4,205,17.7,7,10,2024-02-08T07:14:09,2024-02-08T18:07:48,0.94,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-09,21.6,5.9,13,21.6,4.4,12.5,7.5,74,0,0,0,,0,0,15.5,9,270.4,1018.2,0,20.6,204,17.6,7,10,2024-02-09T07:13:23,2024-02-09T18:08:40,0.98,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-10,21.6,8.5,14.1,21.6,7.9,13.9,9.9,78.3,0,0,0,,0,0,19.1,9.7,15,1021.7,26.3,20.4,200.5,17.3,7,10,2024-02-10T07:12:35,2024-02-10T18:09:31,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-11,22.7,8.1,14.5,22.7,6.9,14.2,10.5,80,0,0,0,,0,0,19.4,11.2,329.3,1020.9,0,20.5,204.4,17.6,7,10,2024-02-11T07:11:46,2024-02-11T18:10:22,0.05,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-12,21.9,8.8,14.2,21.9,7.6,14.1,11.4,85.1,0,0,0,,0,0,15.5,10.1,313.7,1020,75.3,20.3,172.9,15,7,10,2024-02-12T07:10:56,2024-02-12T18:11:12,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-13,22.9,10.6,15.7,22.9,10.6,15.7,12,81.9,0,0,0,,0,0,15.1,9.4,321.2,1019.2,40.5,20.3,201.8,17.4,7,10,2024-02-13T07:10:05,2024-02-13T18:12:03,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,42075099999,remote"
Punjab,2024-02-14,24.4,10,15.9,24.4,9.2,15.9,10.6,74.8,0,0,0,,0,0,25.2,12.2,316.3,1018.7,2.9,20.5,206.7,17.7,7,10,2024-02-14T07:09:12,2024-02-14T18:12:52,0.15,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-15,25.1,9.2,15.6,25.1,8,15.4,9.7,74.4,0,0,0,,0,0,21.2,11.2,303,1019.4,0.4,20.5,212.4,18.3,8,10,2024-02-15T07:08:19,2024-02-15T18:13:42,0.18,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-16,24.2,8.1,15.2,24.2,6.7,14.9,9.3,74.3,0,0,0,,0,0,22,11.2,304.4,1019.6,0.4,20.5,212.4,18.3,8,10,2024-02-16T07:07:24,2024-02-16T18:14:31,0.25,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-17,25.1,9.5,16.1,25.1,8.1,15.9,10.9,75.7,0,0,0,,0,0,27.4,14,303.9,1015.1,21.7,20.5,211.1,18.3,8,10,2024-02-17T07:06:28,2024-02-17T18:15:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-18,22.5,11.4,16.6,22.5,11.4,16.6,13.4,82.5,0,0,0,,0,0,24.8,12.2,96.2,1012,77.1,20.3,140.7,12.1,6,10,2024-02-18T07:05:31,2024-02-18T18:16:08,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-19,24.2,16.4,20,24.2,16.4,20,13.6,68.2,2.9,100,33.33,rain,0,0,65.5,30.6,137,1008.5,52.2,17.6,161,13.8,6,10,2024-02-19T07:04:33,2024-02-19T18:16:56,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-20,24.1,15.2,19.3,24.1,15.2,19.3,15.2,78.5,5,100,33.33,rain,0,0,51.1,26.6,142.9,1009.5,30.9,20.8,198.8,17.2,7,10,2024-02-20T07:03:34,2024-02-20T18:17:43,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-21,22.7,11.1,16,22.7,11.1,16,11,76.2,0.1,100,4.17,rain,0,0,27.4,11.5,323.6,1011.2,18.7,20.5,217.2,18.8,8,10,2024-02-21T07:02:35,2024-02-21T18:18:31,0.39,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-22,23.1,9.7,15.8,23.1,8.7,15.7,7.9,64.7,0,0,0,,0,0,24.8,11.9,322.6,1013.8,0.3,20.6,226.1,19.4,8,10,2024-02-22T07:01:34,2024-02-22T18:19:17,0.42,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-23,23.7,8.9,15.3,23.7,7.9,15.1,6.8,62.4,0,0,0,,0,0,22,10.4,309,1015.9,2.7,20.7,227.8,19.6,8,10,2024-02-23T07:00:32,2024-02-23T18:20:04,0.46,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-24,22.5,9.7,15.1,22.5,8.9,15.1,8,65.6,0.5,100,4.17,rain,0,0,25.9,10.8,1.4,1016.6,14.2,20.5,215.3,18.5,8,10,2024-02-24T06:59:30,2024-02-24T18:20:50,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-02-25,22.3,8.4,14.9,22.3,7.9,14.9,7.9,66,0,0,0,,0,0,18.7,10.8,353,1019.2,8.6,20.6,221.9,19.3,8,10,2024-02-25T06:58:26,2024-02-25T18:21:35,0.53,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-26,23.2,8.4,15.4,23.2,6.9,15.2,8.6,68.9,0,0,0,,0,0,16.6,13,340.6,1018.6,52,20.7,219.4,18.9,8,10,2024-02-26T06:57:22,2024-02-26T18:22:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-27,22,12.8,16.4,22,12.8,16.4,9.6,65.5,0,0,0,,0,0,29.9,14.8,322.4,1018.5,73.1,20.8,157.9,13.6,7,10,2024-02-27T06:56:17,2024-02-27T18:23:06,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-02-28,23.6,10.4,16.2,23.6,10.4,16.2,10.2,70.9,0,0,0,,0,0,32,15.1,307.3,1016.4,0,20.7,230,20,8,10,2024-02-28T06:55:11,2024-02-28T18:23:50,0.63,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-02-29,26.1,10.5,17.5,26.1,10.5,17.5,11.4,70.5,0,0,0,,0,0,25.2,12.2,313.4,1014.9,30,21.5,231.6,20.2,8,10,2024-02-29T06:54:05,2024-02-29T18:24:34,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-03-01,24.9,15.5,18.6,24.9,15.5,18.6,13.7,74.2,2,100,33.33,rain,0,0,38.5,14.4,44.5,1013.7,98.7,21.5,106.9,9.3,5,10,2024-03-01T06:52:58,2024-03-01T18:25:18,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-03-02,24.1,17,19.1,24.1,17,19.1,15.6,80.8,37,100,83.33,rain,0,0,67,31.7,137.5,1008.7,85.8,16.8,133.9,11.6,6,10,2024-03-02T06:51:50,2024-03-02T18:26:02,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42077099999,42099099999,remote"
Punjab,2024-03-03,21.4,10.8,16.3,21.4,10.8,16.3,9,66.4,2,100,16.67,rain,0,0,41,19.8,183.6,1011.5,20.4,19.7,234.2,20.2,8,10,2024-03-03T06:50:42,2024-03-03T18:26:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-03-04,20.2,8.2,13.8,20.2,6.7,13.4,6.7,65.1,0,0,0,,0,0,27.4,10.4,316.6,1017.1,16.9,20.8,241.8,20.9,9,10,2024-03-04T06:49:33,2024-03-04T18:27:28,0.79,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-05,19.3,8.2,13.3,19.3,7.1,13,7.4,69.8,0,0,0,,0,0,24.5,10.8,307.8,1018.1,66.3,20.8,203,17.6,7,10,2024-03-05T06:48:23,2024-03-05T18:28:10,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-03-06,22.2,7.1,14.5,22.2,5.3,14.1,7.2,65.9,0,0,0,,0,0,22.3,10.1,305.8,1015.4,2.9,20.6,248.8,21.3,9,10,2024-03-06T06:47:13,2024-03-06T18:28:52,0.86,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-07,24.1,9.7,16.4,24.1,9.7,16.4,9.8,67.8,0.4,100,8.33,rain,0,0,27.7,13.3,330.9,1016.5,17.5,20.8,231.6,20,8,10,2024-03-07T06:46:02,2024-03-07T18:29:34,0.9,Rain,Clear conditions throughout the day with morning rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-03-08,24.9,11.4,17.3,24.9,11.4,17.3,10.1,66.7,0,0,0,,0,0,26.3,12.2,320.7,1015.7,0.7,20.8,251.1,21.7,9,10,2024-03-08T06:44:51,2024-03-08T18:30:16,0.93,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-09,25.7,11,17.5,25.7,11,17.5,10.3,66.7,0,0,0,,0,0,30.2,14,307,1015.5,2.5,20.6,253.8,22.1,9,10,2024-03-09T06:43:40,2024-03-09T18:30:57,0.96,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-10,25.9,10.9,18.5,25.9,10.9,18.5,11.4,66.5,0,0,0,,0,0,22.7,9.4,291.2,1014.8,75.1,21.5,199.7,17.2,8,10,2024-03-10T06:42:28,2024-03-10T18:31:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-03-11,26.7,13.7,19.5,26.7,13.7,19.5,12.5,67.6,0.2,100,8.33,rain,0,0,23.8,12.6,304.6,1016.6,40.4,20.6,235.4,20.4,8,10,2024-03-11T06:41:15,2024-03-11T18:32:19,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-03-12,27.9,14.4,20.2,27.6,14.4,20.2,13.7,69.5,0,0,0,rain,0,0,24.1,10.8,311.4,1014.8,13,20.6,246.3,21,9,10,2024-03-12T06:40:03,2024-03-12T18:33:00,0.06,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-13,23.9,13.8,18.1,23.9,13.8,18.1,14,78.1,1.6,100,12.5,rain,0,0,31.3,13.7,299.4,1012.4,56.7,20.5,132.8,11.4,5,10,2024-03-13T06:38:50,2024-03-13T18:33:40,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42077099999,42099099999,remote"
Punjab,2024-03-14,27.4,13.3,19.7,27,13.3,19.7,12.7,68.2,0,0,0,,0,0,28.8,13.3,342.4,1015.6,5.8,20.8,253.1,21.9,9,10,2024-03-14T06:37:36,2024-03-14T18:34:20,0.13,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-15,27.4,12.6,19,26.8,12.6,18.9,10.8,62.7,0,0,0,,0,0,29.2,13.3,309,1014.2,0.8,20.8,268,23.1,9,10,2024-03-15T06:36:23,2024-03-15T18:35:00,0.16,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-16,28.3,12.2,19.6,27.3,12.2,19.5,11.4,63.7,0,0,0,,0,0,23.8,10.8,322.2,1015.5,12.4,20.7,265.5,22.8,9,10,2024-03-16T06:35:09,2024-03-16T18:35:40,0.2,Clear,Clear conditions throughout the day.,clear-day,"42077099999,42099099999,remote"
Punjab,2024-03-17,28.5,13.8,20.3,27.6,13.8,20.2,12.3,63.4,0,0,0,,0,0,24.1,10.8,323.2,1015.1,73.9,20.7,234.7,20.3,8,10,2024-03-17T06:33:55,2024-03-17T18:36:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
Punjab,2024-03-18,29.7,13.7,21.1,28.3,13.7,20.9,12.5,62.7,0,0,0,,0,0,24.8,11.5,311.7,1013.1,30.1,20.6,268.4,23.1,9,10,2024-03-18T06:32:41,2024-03-18T18:36:59,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42077099999,42099099999,remote"
